,Day,Close
946,2019-01-17,3603.2
947,2019-01-17,3614.7
948,2019-01-17,3592.49
949,2019-01-17,3583.79
950,2019-01-17,3586.15
951,2019-01-17,3594.34
952,2019-01-17,3591.5
953,2019-01-17,3586.76
954,2019-01-17,3592.98
955,2019-01-17,3590.17
956,2019-01-17,3587.87
957,2019-01-17,3588.31
958,2019-01-17,3584.65
959,2019-01-17,3585.63
960,2019-01-17,3570.1
961,2019-01-17,3604.86
962,2019-01-17,3601.77
963,2019-01-16,3607.15
964,2019-01-16,3595.0
965,2019-01-16,3604.86
966,2019-01-16,3590.52
967,2019-01-16,3595.79
968,2019-01-16,3609.91
969,2019-01-16,3607.67
970,2019-01-16,3604.14
971,2019-01-16,3612.85
972,2019-01-16,3618.99
973,2019-01-16,3614.32
974,2019-01-16,3631.51
975,2019-01-16,3612.23
976,2019-01-16,3613.43
